ORIGINAL_SCRIPT_WORD_INDEX,Frequency of Reuse (Exact),Frequency of Reuse (0-0.05),Frequency of Reuse (0-0.1),Frequency of Reuse (0-0.15),Frequency of Reuse (0-0.2),Frequency of Reuse (0-0.25),Frequency of Reuse (0-0.3),Frequency of Reuse (0-0.35),Frequency of Reuse (0-0.4),Frequency of Reuse (0-0.45),Frequency of Reuse (0-0.5),ORIGINAL_SCRIPT_WORD,LOWERCASE,SPACY_ORTH_ID,SCENE,CHARACTER,ANGER,ANTICIPATION,DISGUST,FEAR,JOY,SADNESS,SURPRISE,TRUST,NEGATIVE,POSITIVE
8805,36.0,36.0,37.0,41.0,45.0,46.0,61.0,67.0,124.0,130.0,140.0,true,true,956,235,HAN,0,0,0,0,1,0,0,1,0,1
8806,63.0,63.0,65.0,69.0,73.0,77.0,101.0,110.0,252.0,267.0,278.0,.,.,453,235,HAN,0,0,0,0,0,0,0,0,0,0
8807,36.0,36.0,38.0,40.0,43.0,49.0,63.0,72.0,179.0,200.0,211.0,it,it,519,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8808,36.0,36.0,37.0,37.0,40.0,44.0,58.0,67.0,172.0,186.0,194.0,'s,'s,525,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8809,27.0,27.0,29.0,29.0,29.0,33.0,45.0,53.0,150.0,165.0,169.0,too,too,698,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8810,27.0,27.0,28.0,28.0,28.0,31.0,43.0,48.0,145.0,158.0,161.0,late,late,2007,235,KYLO REN,0,0,0,0,0,1,0,0,1,0
8811,27.0,27.0,28.0,28.0,28.0,31.0,45.0,53.0,151.0,164.0,167.0,.,.,453,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8812,4.0,4.0,4.0,4.0,4.0,4.0,11.0,16.0,34.0,42.0,66.0,no,no,625,235,HAN,0,0,0,0,0,0,0,0,0,0
8813,11.0,11.0,11.0,11.0,11.0,11.0,14.0,17.0,20.0,21.0,27.0,it,it,519,235,HAN,0,0,0,0,0,0,0,0,0,0
8814,11.0,11.0,11.0,11.0,11.0,11.0,14.0,17.0,19.0,20.0,24.0,'s,'s,525,235,HAN,0,0,0,0,0,0,0,0,0,0
8815,26.0,26.0,26.0,26.0,26.0,26.0,31.0,34.0,35.0,40.0,42.0,not,not,538,235,HAN,0,0,0,0,0,0,0,0,0,0
8816,30.0,30.0,30.0,30.0,30.0,30.0,41.0,45.0,50.0,52.0,53.0,.,.,453,235,HAN,0,0,0,0,0,0,0,0,0,0
8817,39.0,39.0,39.0,39.0,39.0,39.0,51.0,53.0,57.0,59.0,60.0,leave,leave,1490,235,HAN,0,0,0,0,0,1,1,0,1,0
8818,39.0,39.0,39.0,39.0,44.0,45.0,54.0,56.0,61.0,63.0,63.0,here,here,749,235,HAN,0,0,0,0,0,0,0,0,0,0
8819,43.0,43.0,43.0,43.0,48.0,49.0,58.0,61.0,66.0,67.0,67.0,with,with,548,235,HAN,0,0,0,0,0,0,0,0,0,0
8820,44.0,44.0,44.0,44.0,49.0,50.0,59.0,64.0,70.0,72.0,72.0,me,me,612,235,HAN,0,0,0,0,0,0,0,0,0,0
8821,50.0,50.0,50.0,50.0,57.0,59.0,68.0,71.0,77.0,78.0,79.0,.,.,453,235,HAN,0,0,0,0,0,0,0,0,0,0
8822,64.0,64.0,64.0,64.0,67.0,69.0,73.0,74.0,76.0,76.0,76.0,come,come,890,235,HAN,0,0,0,0,0,0,0,0,0,0
8823,65.0,65.0,65.0,65.0,69.0,71.0,75.0,76.0,79.0,79.0,79.0,home,home,1095,235,HAN,0,0,0,0,0,0,0,0,0,0
8824,62.0,62.0,62.0,62.0,63.0,64.0,72.0,76.0,101.0,101.0,103.0,.,.,453,235,HAN,0,0,0,0,0,0,0,0,0,0
8825,48.0,48.0,48.0,48.0,49.0,50.0,54.0,55.0,80.0,80.0,84.0,we,we,601,235,HAN,0,0,0,0,0,0,0,0,0,0
8826,47.0,47.0,47.0,47.0,48.0,49.0,53.0,54.0,78.0,78.0,81.0,miss,miss,2761,235,HAN,0,0,0,0,0,0,0,0,0,0
8827,46.0,46.0,46.0,46.0,47.0,49.0,53.0,55.0,80.0,81.0,86.0,you,you,520,235,HAN,0,0,0,0,0,0,0,0,0,0
8828,40.0,47.0,47.0,51.0,53.0,56.0,59.0,64.0,118.0,119.0,122.0,.,.,453,235,HAN,0,0,0,0,0,0,0,0,0,0
8829,30.0,32.0,32.0,36.0,44.0,48.0,52.0,60.0,86.0,90.0,93.0,i,i,509,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8830,27.0,29.0,29.0,34.0,43.0,46.0,50.0,57.0,60.0,64.0,65.0,'m,'m,616,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8831,44.0,46.0,46.0,53.0,63.0,71.0,75.0,81.0,83.0,87.0,87.0,being,being,695,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8832,44.0,46.0,46.0,53.0,63.0,71.0,75.0,81.0,83.0,87.0,87.0,torn,torn,507880,235,KYLO REN,0,0,0,0,0,0,0,0,1,0
8833,45.0,47.0,47.0,54.0,64.0,73.0,85.0,111.0,126.0,162.0,206.0,apart,apart,3324,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8834,61.0,61.0,66.0,71.0,91.0,101.0,114.0,138.0,153.0,188.0,230.0,.,.,453,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8835,113.0,113.0,118.0,123.0,129.0,134.0,149.0,171.0,188.0,221.0,263.0,i,i,509,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8836,115.0,118.0,130.0,137.0,148.0,156.0,168.0,192.0,217.0,253.0,295.0,want,want,690,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8837,123.0,125.0,139.0,146.0,155.0,161.0,173.0,198.0,222.0,255.0,297.0,to,to,504,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8838,130.0,132.0,146.0,154.0,161.0,165.0,177.0,201.0,224.0,257.0,298.0,be,be,536,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8839,130.0,132.0,146.0,154.0,162.0,165.0,170.0,174.0,184.0,189.0,190.0,free,free,882,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8840,121.0,123.0,135.0,142.0,149.0,153.0,158.0,163.0,174.0,179.0,180.0,of,of,510,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8841,119.0,121.0,132.0,142.0,148.0,152.0,155.0,159.0,165.0,170.0,170.0,this,this,552,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8842,112.0,112.0,119.0,123.0,124.0,125.0,127.0,127.0,127.0,128.0,128.0,pain,pain,2482,235,KYLO REN,0,0,0,1,0,1,0,0,1,0
8843,103.0,103.0,112.0,137.0,138.0,174.0,184.0,197.0,274.0,284.0,314.0,.,.,453,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8844,121.0,121.0,134.0,134.0,142.0,189.0,205.0,229.0,259.0,273.0,306.0,i,i,509,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8845,122.0,124.0,137.0,153.0,194.0,243.0,312.0,332.0,362.0,383.0,465.0,know,know,638,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8846,130.0,132.0,147.0,183.0,230.0,294.0,383.0,401.0,456.0,481.0,562.0,what,what,594,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8847,129.0,131.0,146.0,184.0,239.0,307.0,395.0,413.0,478.0,513.0,599.0,i,i,509,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8848,129.0,131.0,146.0,186.0,246.0,317.0,411.0,433.0,504.0,544.0,636.0,have,have,539,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8849,136.0,138.0,148.0,199.0,268.0,318.0,421.0,444.0,506.0,554.0,643.0,to,to,504,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8850,141.0,143.0,149.0,205.0,297.0,362.0,494.0,560.0,669.0,736.0,877.0,do,do,544,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8851,218.0,218.0,265.0,464.0,608.0,830.0,1172.0,1260.0,1407.0,1498.0,1666.0,",",",",450,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8852,233.0,233.0,288.0,472.0,623.0,874.0,1260.0,1486.0,1718.0,1823.0,2039.0,but,but,559,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8853,522.0,522.0,581.0,763.0,962.0,1655.0,2103.0,2726.0,2897.0,3057.0,3491.0,i,i,509,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8854,523.0,523.0,583.0,762.0,961.0,1655.0,2119.0,2736.0,2913.0,3076.0,3505.0,do,do,544,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8855,488.0,488.0,547.0,716.0,960.0,1648.0,2079.0,2686.0,2857.0,3005.0,3413.0,n't,n't,528,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8856,536.0,536.0,593.0,760.0,939.0,1621.0,2041.0,2642.0,2790.0,2928.0,3315.0,know,know,638,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8857,426.0,426.0,445.0,455.0,557.0,1116.0,1330.0,1921.0,2016.0,2145.0,2442.0,if,if,583,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8858,409.0,409.0,416.0,418.0,496.0,971.0,1087.0,1574.0,1607.0,1722.0,1976.0,i,i,509,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8859,113.0,113.0,137.0,139.0,203.0,372.0,401.0,426.0,480.0,491.0,519.0,have,have,539,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8860,127.0,127.0,150.0,151.0,172.0,190.0,193.0,196.0,201.0,203.0,213.0,the,the,501,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8861,126.0,126.0,148.0,149.0,164.0,177.0,179.0,181.0,186.0,188.0,198.0,strength,strength,4772,236,KYLO REN,0,0,0,0,0,0,0,1,0,1
8862,127.0,127.0,149.0,150.0,167.0,181.0,184.0,196.0,201.0,204.0,215.0,to,to,504,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8863,125.0,125.0,147.0,148.0,161.0,174.0,177.0,189.0,194.0,197.0,204.0,do,do,544,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8864,120.0,120.0,144.0,147.0,165.0,182.0,190.0,202.0,208.0,214.0,226.0,it,it,519,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8865,126.0,126.0,139.0,148.0,181.0,202.0,210.0,230.0,232.0,234.0,241.0,.,.,453,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8866,71.0,71.0,71.0,78.0,93.0,111.0,118.0,140.0,141.0,145.0,157.0,will,will,603,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8867,71.0,71.0,71.0,78.0,93.0,110.0,115.0,136.0,137.0,140.0,148.0,you,you,520,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8868,71.0,71.0,71.0,78.0,91.0,108.0,112.0,124.0,125.0,127.0,134.0,help,help,987,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8869,70.0,70.0,70.0,77.0,90.0,107.0,111.0,123.0,124.0,126.0,133.0,me,me,612,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8870,69.0,69.0,69.0,76.0,86.0,100.0,102.0,114.0,114.0,116.0,121.0,?,?,533,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8871,10.0,10.0,10.0,10.0,11.0,11.0,12.0,13.0,13.0,28.0,35.0,yes,yes,966,236,HAN,0,0,0,0,0,0,0,0,0,0
8872,7.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,15.0,17.0,.,.,453,236,HAN,0,0,0,0,0,0,0,0,0,0
8873,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,10.0,11.0,anything,anything,801,236,HAN,0,0,0,0,0,0,0,0,0,0
8874,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,11.0,.,.,453,236,HAN,0,0,0,0,0,0,0,0,0,0
8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,thank,thank,1908,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,you,you,520,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,.,.,453,236,KYLO REN,0,0,0,0,0,0,0,0,0,0
8878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,solo,solo,166680,236,FINN,0,0,0,0,0,0,0,0,0,0
8879,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,9.0,11.0,14.0,.,.,453,236,FINN,0,0,0,0,0,0,0,0,0,0
8880,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,9.0,12.0,no,no,625,236,REY,0,0,0,0,0,0,0,0,0,0
8881,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,9.0,12.0,",",",",450,236,REY,0,0,0,0,0,0,0,0,0,0
8882,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,9.0,12.0,no,no,625,236,REY,0,0,0,0,0,0,0,0,0,0
8883,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,9.0,12.0,.,.,453,236,REY,0,0,0,0,0,0,0,0,0,0
8884,0.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,9.0,11.0,14.0,the,the,501,239,ADMIRAL ACKBAR,0,0,0,0,0,0,0,0,0,0
8885,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,oscillator,oscillator,777137,239,ADMIRAL ACKBAR,0,0,0,0,0,0,0,0,0,0
8886,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,'s,'s,525,239,ADMIRAL ACKBAR,0,0,0,0,0,0,0,0,0,0
8887,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,been,been,666,239,ADMIRAL ACKBAR,0,0,0,0,0,0,0,0,0,0
8888,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,damaged,damaged,8445,239,ADMIRAL ACKBAR,0,0,0,0,0,0,0,0,0,0
8889,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,but,but,559,239,ADMIRAL ACKBAR,0,0,0,0,0,0,0,0,0,0
8890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,is,513,239,ADMIRAL ACKBAR,0,0,0,0,0,0,0,0,0,0
8891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,still,720,239,ADMIRAL ACKBAR,0,0,0,0,0,0,0,0,0,0
8892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,functional,5197,239,ADMIRAL ACKBAR,0,0,0,0,0,0,0,0,0,0
8893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,.,453,239,ADMIRAL ACKBAR,0,0,0,0,0,0,0,0,0,0
8894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,admiral,132005,239,OFFICER TABALA ZO,0,0,0,0,0,0,0,1,0,1
8895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,",",450,239,OFFICER TABALA ZO,0,0,0,0,0,0,0,0,0,0
8896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,their,613,239,OFFICER TABALA ZO,0,0,0,0,0,0,0,0,0,0
8897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,weapon,4124,239,OFFICER TABALA ZO,0,0,0,0,0,0,0,0,0,0
8898,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,will,will,603,239,OFFICER TABALA ZO,0,0,0,0,0,0,0,0,0,0
8899,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,fire,fire,1936,239,OFFICER TABALA ZO,0,0,0,1,0,0,0,0,0,0
8900,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,in,in,522,239,OFFICER TABALA ZO,0,0,0,0,0,0,0,0,0,0
8901,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,two,two,800,239,OFFICER TABALA ZO,0,0,0,0,0,0,0,0,0,0
8902,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,minutes,minutes,1677,239,OFFICER TABALA ZO,0,0,0,0,0,0,0,0,0,0
8903,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,.,.,453,239,OFFICER TABALA ZO,0,0,0,0,0,0,0,0,0,0
8904,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,the,the,501,240,FINN,0,0,0,0,0,0,0,0,0,0
8905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,falcon,falcon,516238,240,FINN,0,0,0,0,0,0,0,0,0,0
8906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'s,'s,525,240,FINN,0,0,0,0,0,0,0,0,0,0
8907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,this,this,552,240,FINN,0,0,0,0,0,0,0,0,0,0
8908,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,6.0,way,way,677,240,FINN,0,0,0,0,0,0,0,0,0,0
8909,8.0,8.0,8.0,9.0,10.0,10.0,12.0,16.0,18.0,20.0,20.0,.,.,453,240,FINN,0,0,0,0,0,0,0,0,0,0
8910,8.0,8.0,8.0,9.0,9.0,9.0,10.0,12.0,14.0,16.0,16.0,we,we,601,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8911,9.0,9.0,9.0,10.0,11.0,11.0,12.0,14.0,16.0,18.0,18.0,'re,'re,628,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8912,9.0,9.0,9.0,10.0,11.0,11.0,12.0,14.0,16.0,19.0,19.0,not,not,538,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8913,9.0,9.0,9.0,10.0,11.0,11.0,12.0,14.0,16.0,19.0,19.0,done,done,940,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8914,9.0,9.0,9.0,10.0,12.0,13.0,16.0,21.0,24.0,27.0,28.0,yet,yet,1068,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8915,4.0,4.0,4.0,4.0,6.0,10.0,11.0,22.0,25.0,27.0,28.0,.,.,453,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8916,5.0,5.0,5.0,5.0,7.0,12.0,13.0,25.0,28.0,30.0,31.0,you,you,520,241,REY,0,0,0,0,0,0,0,0,0,0
8917,4.0,4.0,4.0,4.0,5.0,10.0,11.0,23.0,27.0,29.0,30.0,'re,'re,628,241,REY,0,0,0,0,0,0,0,0,0,0
8918,4.0,4.0,4.0,4.0,5.0,10.0,11.0,23.0,26.0,27.0,28.0,a,a,506,241,REY,0,0,0,0,0,0,0,0,0,0
8919,4.0,4.0,4.0,4.0,5.0,10.0,11.0,23.0,26.0,27.0,28.0,monster,monster,6622,241,REY,0,0,0,1,0,0,0,0,1,0
8920,4.0,4.0,4.0,4.0,4.0,7.0,12.0,25.0,28.0,28.0,28.0,!,!,558,241,REY,0,0,0,0,0,0,0,0,0,0
8921,10.0,10.0,10.0,10.0,10.0,11.0,16.0,19.0,24.0,25.0,28.0,it,it,519,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8922,10.0,10.0,10.0,10.0,10.0,11.0,16.0,17.0,22.0,23.0,23.0,'s,'s,525,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8923,10.0,10.0,17.0,17.0,17.0,18.0,23.0,24.0,29.0,30.0,30.0,just,just,573,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8924,10.0,10.0,17.0,17.0,17.0,18.0,24.0,25.0,30.0,31.0,31.0,us,us,789,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8925,10.0,10.0,17.0,17.0,17.0,18.0,24.0,25.0,30.0,31.0,32.0,now,now,640,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8926,10.0,10.0,20.0,20.0,20.0,21.0,24.0,25.0,31.0,32.0,32.0,.,.,453,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8927,0.0,2.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,20.0,20.0,han,han,627,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8928,5.0,5.0,15.0,15.0,15.0,16.0,17.0,23.0,23.0,23.0,23.0,solo,solo,166680,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8929,5.0,5.0,15.0,15.0,15.0,16.0,17.0,23.0,23.0,23.0,23.0,ca,ca,735,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8930,5.0,5.0,8.0,8.0,8.0,9.0,9.0,19.0,19.0,19.0,19.0,n't,n't,528,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8931,5.0,5.0,8.0,8.0,8.0,9.0,9.0,19.0,19.0,19.0,19.0,save,save,1733,241,KYLO REN,0,0,0,0,1,0,0,1,0,1
8932,5.0,5.0,8.0,8.0,8.0,9.0,9.0,19.0,19.0,19.0,19.0,you,you,520,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8933,5.0,5.0,5.0,5.0,5.0,6.0,8.0,19.0,19.0,19.0,20.0,.,.,453,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,rey,rey,13918,241,FINN,0,0,0,0,0,0,0,0,0,0
8935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,!,!,558,241,FINN,0,0,0,0,0,0,0,0,0,0
8936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,rey,rey,13918,241,FINN,0,0,0,0,0,0,0,0,0,0
8937,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,!,!,558,241,FINN,0,0,0,0,0,0,0,0,0,0
8938,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,rey,rey,13918,241,FINN,0,0,0,0,0,0,0,0,0,0
8939,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,...,...,569,241,FINN,0,0,0,0,0,0,0,0,0,0
8940,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rey,rey,13918,241,FINN,0,0,0,0,0,0,0,0,0,0
8941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,...,...,569,241,FINN,0,0,0,0,0,0,0,0,0,0
8942,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,oh,oh,946,241,FINN,0,0,0,0,0,0,0,0,0,0
8943,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,no,no,625,241,FINN,0,0,0,0,0,0,0,0,0,0
8944,4.0,4.0,4.0,4.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,.,.,453,241,FINN,0,0,0,0,0,0,0,0,0,0
8945,4.0,4.0,4.0,4.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,oh,oh,946,241,FINN,0,0,0,0,0,0,0,0,0,0
8946,4.0,4.0,4.0,4.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,no,no,625,241,FINN,0,0,0,0,0,0,0,0,0,0
8947,5.0,5.0,5.0,5.0,8.0,8.0,10.0,10.0,10.0,10.0,11.0,no,no,625,241,FINN,0,0,0,0,0,0,0,0,0,0
8948,5.0,5.0,5.0,5.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,no,no,625,241,FINN,0,0,0,0,0,0,0,0,0,0
8949,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,5.0,6.0,6.0,...,...,569,241,FINN,0,0,0,0,0,0,0,0,0,0
8950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,traitor,traitor,45076,241,KYLO REN,1,0,1,1,0,1,0,0,1,0
8951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,!,!,558,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8952,12.0,12.0,12.0,12.0,12.0,12.0,15.0,15.0,15.0,15.0,15.0,that,that,514,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8953,12.0,12.0,13.0,13.0,15.0,16.0,18.0,18.0,18.0,18.0,18.0,lightsaber,lightsaber,777109,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8954,15.0,15.0,16.0,17.0,20.0,21.0,26.0,26.0,26.0,28.0,28.0,.,.,453,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8955,15.0,15.0,16.0,17.0,20.0,21.0,26.0,26.0,26.0,28.0,28.0,it,it,519,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8956,15.0,15.0,16.0,17.0,20.0,21.0,26.0,26.0,26.0,28.0,28.0,belongs,belongs,5006,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8957,15.0,15.0,16.0,17.0,20.0,21.0,26.0,26.0,26.0,28.0,28.0,to,to,504,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8958,14.0,14.0,15.0,16.0,19.0,20.0,25.0,25.0,25.0,27.0,27.0,me,me,612,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8959,7.0,7.0,7.0,8.0,10.0,12.0,19.0,19.0,19.0,21.0,21.0,!,!,558,241,KYLO REN,0,0,0,0,0,0,0,0,0,0
8960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,come,come,890,241,FINN,0,0,0,0,0,0,0,0,0,0
8961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,get,get,618,241,FINN,0,0,0,0,0,0,0,0,0,0
8962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it,it,519,241,FINN,0,0,0,0,0,0,0,0,0,0
8963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,453,241,FINN,0,0,0,0,0,0,0,0,0,0
8964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,we,we,601,242,NIV LEK,0,0,0,0,0,0,0,0,0,0
8965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,just,just,573,242,NIV LEK,0,0,0,0,0,0,0,0,0,0
8966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lost,lost,1426,242,NIV LEK,0,0,0,0,0,1,0,0,1,0
8967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,r-1,33534,242,NIV LEK,0,0,0,0,0,0,0,0,0,0
8968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,!,558,242,NIV LEK,0,0,0,0,0,0,0,0,0,0
8969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,we,601,242,JESS,0,0,0,0,0,0,0,0,0,0
