ORIGINAL_SCRIPT_WORD_INDEX,Frequency of Reuse (Exact),Frequency of Reuse (0-0.05),Frequency of Reuse (0-0.1),Frequency of Reuse (0-0.15),Frequency of Reuse (0-0.2),Frequency of Reuse (0-0.25),Frequency of Reuse (0-0.3),Frequency of Reuse (0-0.35),Frequency of Reuse (0-0.4),Frequency of Reuse (0-0.45),Frequency of Reuse (0-0.5),ORIGINAL_SCRIPT_WORD,LOWERCASE,SPACY_ORTH_ID,SCENE,CHARACTER,ANGER,ANTICIPATION,DISGUST,FEAR,JOY,SADNESS,SURPRISE,TRUST,NEGATIVE,POSITIVE
160,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,because,because,636,4,POE,0,0,0,0,0,0,0,0,0,0
161,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,of,of,510,4,POE,0,0,0,0,0,0,0,0,0,0
162,0.0,0.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,8.0,9.0,you,you,520,4,POE,0,0,0,0,0,0,0,0,0,0
163,5.0,5.0,6.0,6.0,7.0,7.0,9.0,10.0,12.0,16.0,17.0,now,now,640,4,POE,0,0,0,0,0,0,0,0,0,0
164,5.0,5.0,6.0,6.0,7.0,7.0,11.0,12.0,15.0,20.0,20.0,we,we,601,4,POE,0,0,0,0,0,0,0,0,0,0
165,5.0,5.0,6.0,6.0,7.0,7.0,11.0,12.0,15.0,21.0,21.0,have,have,539,4,POE,0,0,0,0,0,0,0,0,0,0
166,5.0,5.0,6.0,6.0,7.0,7.0,11.0,12.0,16.0,22.0,22.0,a,a,506,4,POE,0,0,0,0,0,0,0,0,0,0
167,5.0,5.0,5.0,5.0,6.0,6.0,10.0,11.0,15.0,19.0,19.0,chance,chance,1458,4,POE,0,0,0,0,0,0,1,0,0,0
168,5.0,5.0,5.0,5.0,6.0,6.0,10.0,10.0,14.0,17.0,17.0,.,.,453,4,POE,0,0,0,0,0,0,0,0,0,0
169,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,9.0,10.0,the,the,501,4,POE,0,0,0,0,0,0,0,0,0,0
170,0.0,0.0,0.0,0.0,1.0,3.0,5.0,5.0,6.0,7.0,7.0,general,general,1451,4,POE,0,0,0,0,0,0,0,1,0,1
171,2.0,2.0,5.0,5.0,5.0,7.0,7.0,7.0,9.0,10.0,11.0,'s,'s,525,4,POE,0,0,0,0,0,0,0,0,0,0
172,8.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,12.0,13.0,24.0,been,been,666,4,POE,0,0,0,0,0,0,0,0,0,0
173,8.0,8.0,10.0,11.0,15.0,16.0,36.0,37.0,59.0,60.0,78.0,after,after,805,4,POE,0,0,0,0,0,0,0,0,0,0
174,64.0,64.0,67.0,68.0,182.0,239.0,272.0,389.0,489.0,536.0,603.0,this,this,552,4,POE,0,0,0,0,0,0,0,0,0,0
175,131.0,131.0,134.0,263.0,472.0,581.0,641.0,712.0,769.0,794.0,830.0,for,for,531,4,POE,0,0,0,0,0,0,0,0,0,0
176,132.0,132.0,135.0,264.0,473.0,586.0,655.0,728.0,789.0,815.0,849.0,a,a,506,4,POE,0,0,0,0,0,0,0,0,0,0
177,131.0,131.0,134.0,263.0,472.0,585.0,655.0,728.0,791.0,816.0,849.0,long,long,824,4,POE,0,1,0,0,0,0,0,0,0,0
178,131.0,131.0,134.0,263.0,472.0,585.0,655.0,728.0,790.0,815.0,848.0,time,time,646,4,POE,0,1,0,0,0,0,0,0,0,0
179,131.0,131.0,132.0,260.0,468.0,580.0,647.0,721.0,781.0,807.0,841.0,.,.,453,4,POE,0,0,0,0,0,0,0,0,0,0
180,83.0,83.0,83.0,220.0,381.0,444.0,488.0,495.0,517.0,523.0,533.0,"""","""",524,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
181,2.0,2.0,2.0,2.0,2.0,13.0,27.0,45.0,62.0,86.0,96.0,the,the,501,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
182,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,7.0,9.0,11.0,general,general,1451,4,LOR SAN TEKKA,0,0,0,0,0,0,0,1,0,1
183,1.0,1.0,1.0,1.0,2.0,2.0,3.0,6.0,7.0,9.0,11.0,.,.,453,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
184,1.0,1.0,1.0,1.0,2.0,2.0,3.0,6.0,8.0,10.0,12.0,"""","""",524,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
185,1.0,1.0,1.0,1.0,3.0,3.0,8.0,10.0,11.0,12.0,12.0,to,to,504,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
186,1.0,1.0,1.0,1.0,4.0,5.0,8.0,10.0,12.0,13.0,13.0,me,me,612,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
187,1.0,1.0,1.0,1.0,4.0,5.0,7.0,7.0,10.0,10.0,10.0,",",",",450,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
188,1.0,1.0,1.0,1.0,4.0,5.0,7.0,7.0,9.0,9.0,9.0,she,she,699,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
189,1.0,1.0,1.0,1.0,3.0,4.0,6.0,6.0,8.0,8.0,8.0,'s,'s,525,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
190,1.0,1.0,1.0,1.0,4.0,5.0,7.0,7.0,8.0,8.0,8.0,royalty,royalty,286630,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,1
191,1.0,1.0,1.0,1.0,5.0,7.0,8.0,9.0,10.0,10.0,10.0,.,.,453,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
192,6.0,6.0,6.0,6.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,well,well,733,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
193,6.0,6.0,6.0,6.0,8.0,9.0,9.0,10.0,11.0,11.0,11.0,",",",",450,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
194,6.0,6.0,6.0,6.0,8.0,9.0,9.0,10.0,11.0,11.0,11.0,she,she,699,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
195,6.0,6.0,6.0,6.0,8.0,9.0,9.0,10.0,11.0,11.0,11.0,certainly,certainly,1333,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
196,6.0,6.0,6.0,6.0,8.0,10.0,10.0,11.0,13.0,13.0,13.0,is,is,513,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
197,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,that,that,514,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
198,7.0,7.0,7.0,7.0,8.0,9.0,9.0,10.0,12.0,12.0,13.0,.,.,453,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
199,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,9.0,9.0,10.0,we,we,601,4,POE,0,0,0,0,0,0,0,0,0,0
200,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,5.0,6.0,'ve,'ve,689,4,POE,0,0,0,0,0,0,0,0,0,0
201,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,5.0,6.0,got,got,776,4,POE,0,0,0,0,0,0,0,0,0,0
202,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,company,company,1177,4,POE,0,0,0,0,0,0,0,0,0,0
203,2.0,2.0,2.0,2.0,3.0,5.0,6.0,7.0,7.0,8.0,9.0,.,.,453,4,POE,0,0,0,0,0,0,0,0,0,0
204,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,7.0,you,you,520,5,POE,0,0,0,0,0,0,0,0,0,0
205,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,7.0,have,have,539,5,POE,0,0,0,0,0,0,0,0,0,0
206,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,9.0,to,to,504,5,POE,0,0,0,0,0,0,0,0,0,0
207,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,9.0,hide,hide,3096,5,POE,0,0,0,1,0,0,0,0,0,0
208,4.0,4.0,4.0,4.0,22.0,24.0,39.0,42.0,60.0,67.0,75.0,.,.,453,5,POE,0,0,0,0,0,0,0,0,0,0
209,4.0,4.0,4.0,5.0,23.0,24.0,39.0,43.0,66.0,72.0,80.0,you,you,520,5,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
210,5.0,5.0,5.0,6.0,25.0,26.0,41.0,44.0,66.0,72.0,80.0,have,have,539,5,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
211,5.0,5.0,5.0,6.0,25.0,26.0,41.0,44.0,66.0,72.0,80.0,to,to,504,5,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
212,5.0,5.0,5.0,6.0,25.0,26.0,41.0,44.0,66.0,72.0,78.0,leave,leave,1490,5,LOR SAN TEKKA,0,0,0,0,0,1,1,0,1,0
213,5.0,5.0,5.0,6.0,25.0,26.0,41.0,44.0,65.0,71.0,78.0,.,.,453,5,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
214,2.0,2.0,2.0,3.0,7.0,8.0,9.0,10.0,16.0,18.0,19.0,go,go,706,5,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
215,2.0,2.0,3.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,11.0,!,!,558,5,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
216,0.0,0.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,come,come,890,8,POE,0,0,0,0,0,0,0,0,0,0
217,0.0,0.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,on,on,542,8,POE,0,0,0,0,0,0,0,0,0,0
218,0.0,0.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,",",",",450,8,POE,0,0,0,0,0,0,0,0,0,0
219,0.0,0.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,bb-8,bb-8,776986,8,POE,0,0,0,0,0,0,0,0,0,0
220,0.0,0.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,!,!,558,8,POE,0,0,0,0,0,0,0,0,0,0
221,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,hurry,hurry,226937,8,POE,0,1,0,0,0,0,0,0,0,0
222,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,!,!,558,8,POE,0,0,0,0,0,0,0,0,0,0
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,i,509,8,POE,0,0,0,0,0,0,0,0,0,0
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,see,678,8,POE,0,0,0,0,0,0,0,0,0,0
225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,'em,4046,8,POE,0,0,0,0,0,0,0,0,0,0
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,!,!,558,8,POE,0,0,0,0,0,0,0,0,0,0
227,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,7.0,7.0,9.0,you,you,520,10,POE,0,0,0,0,0,0,0,0,0,0
228,4.0,4.0,4.0,4.0,4.0,4.0,5.0,8.0,11.0,11.0,13.0,take,take,772,10,POE,0,0,0,0,0,0,0,0,0,0
229,4.0,4.0,4.0,4.0,4.0,5.0,6.0,8.0,12.0,12.0,13.0,this,this,552,10,POE,0,0,0,0,0,0,0,0,0,0
230,4.0,5.0,5.0,5.0,6.0,6.0,11.0,12.0,14.0,14.0,15.0,.,.,453,10,POE,0,0,0,0,0,0,0,0,0,0
231,5.0,6.0,7.0,7.0,10.0,11.0,20.0,21.0,21.0,21.0,22.0,it,it,519,10,POE,0,0,0,0,0,0,0,0,0,0
232,5.0,6.0,16.0,16.0,16.0,17.0,20.0,21.0,21.0,21.0,22.0,'s,'s,525,10,POE,0,0,0,0,0,0,0,0,0,0
233,17.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,safer,safer,5860,10,POE,0,0,0,0,0,0,0,0,0,0
234,17.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,with,with,548,10,POE,0,0,0,0,0,0,0,0,0,0
235,16.0,18.0,18.0,18.0,18.0,20.0,21.0,21.0,22.0,23.0,23.0,you,you,520,10,POE,0,0,0,0,0,0,0,0,0,0
236,16.0,16.0,17.0,17.0,19.0,22.0,23.0,25.0,26.0,27.0,27.0,than,than,626,10,POE,0,0,0,0,0,0,0,0,0,0
237,16.0,16.0,17.0,17.0,19.0,21.0,22.0,24.0,26.0,27.0,27.0,it,it,519,10,POE,0,0,0,0,0,0,0,0,0,0
238,16.0,16.0,17.0,17.0,19.0,21.0,22.0,24.0,26.0,27.0,27.0,is,is,513,10,POE,0,0,0,0,0,0,0,0,0,0
239,16.0,16.0,17.0,17.0,19.0,21.0,24.0,26.0,28.0,29.0,29.0,with,with,548,10,POE,0,0,0,0,0,0,0,0,0,0
240,16.0,16.0,17.0,17.0,19.0,21.0,24.0,26.0,28.0,29.0,29.0,me,me,612,10,POE,0,0,0,0,0,0,0,0,0,0
241,15.0,15.0,16.0,17.0,22.0,23.0,26.0,28.0,29.0,29.0,30.0,.,.,453,10,POE,0,0,0,0,0,0,0,0,0,0
242,13.0,13.0,13.0,13.0,15.0,23.0,28.0,29.0,30.0,31.0,31.0,you,you,520,10,POE,0,0,0,0,0,0,0,0,0,0
243,29.0,29.0,29.0,35.0,39.0,43.0,46.0,48.0,48.0,49.0,49.0,get,get,618,10,POE,0,0,0,0,0,0,0,0,0,0
244,45.0,45.0,46.0,46.0,47.0,61.0,92.0,94.0,95.0,96.0,98.0,as,as,557,10,POE,0,0,0,0,0,0,0,0,0,0
245,45.0,45.0,46.0,46.0,47.0,62.0,92.0,94.0,95.0,97.0,100.0,far,far,916,10,POE,0,0,0,0,0,0,0,0,0,0
246,44.0,44.0,45.0,45.0,48.0,63.0,93.0,95.0,96.0,98.0,101.0,away,away,944,10,POE,0,0,0,0,0,0,0,0,0,0
247,47.0,47.0,48.0,48.0,50.0,65.0,94.0,96.0,98.0,100.0,103.0,from,from,595,10,POE,0,0,0,0,0,0,0,0,0,0
248,54.0,54.0,57.0,57.0,59.0,78.0,109.0,113.0,116.0,117.0,121.0,here,here,749,10,POE,0,0,0,0,0,0,0,0,0,0
249,55.0,55.0,58.0,59.0,60.0,82.0,117.0,120.0,123.0,125.0,135.0,as,as,557,10,POE,0,0,0,0,0,0,0,0,0,0
250,26.0,26.0,26.0,28.0,30.0,33.0,36.0,39.0,40.0,64.0,72.0,you,you,520,10,POE,0,0,0,0,0,0,0,0,0,0
251,26.0,26.0,26.0,35.0,37.0,41.0,46.0,60.0,72.0,74.0,82.0,can,can,586,10,POE,0,0,0,0,0,0,0,0,0,0
252,62.0,62.0,64.0,68.0,141.0,205.0,208.0,218.0,230.0,242.0,260.0,.,.,453,10,POE,0,0,0,0,0,0,0,0,0,0
253,56.0,57.0,58.0,63.0,126.0,206.0,211.0,223.0,238.0,254.0,276.0,do,do,544,10,POE,0,0,0,0,0,0,0,0,0,0
254,57.0,57.0,58.0,62.0,125.0,206.0,213.0,225.0,240.0,256.0,279.0,you,you,520,10,POE,0,0,0,0,0,0,0,0,0,0
255,55.0,55.0,56.0,60.0,123.0,203.0,208.0,218.0,235.0,250.0,270.0,hear,hear,1273,10,POE,0,0,0,0,0,0,0,0,0,0
256,55.0,55.0,56.0,60.0,123.0,203.0,208.0,218.0,233.0,249.0,267.0,me,me,612,10,POE,0,0,0,0,0,0,0,0,0,0
257,56.0,56.0,57.0,57.0,122.0,212.0,220.0,229.0,253.0,268.0,286.0,?,?,533,10,POE,0,0,0,0,0,0,0,0,0,0
258,60.0,60.0,60.0,83.0,87.0,129.0,216.0,218.0,227.0,241.0,250.0,i,i,509,10,POE,0,0,0,0,0,0,0,0,0,0
259,48.0,48.0,48.0,72.0,79.0,112.0,196.0,198.0,199.0,202.0,206.0,'ll,'ll,746,10,POE,0,0,0,0,0,0,0,0,0,0
260,47.0,47.0,47.0,71.0,75.0,95.0,180.0,181.0,185.0,186.0,188.0,come,come,890,10,POE,0,0,0,0,0,0,0,0,0,0
261,47.0,47.0,47.0,71.0,75.0,95.0,180.0,181.0,185.0,186.0,188.0,back,back,767,10,POE,0,0,0,0,0,0,0,0,0,0
262,47.0,47.0,47.0,71.0,75.0,95.0,180.0,181.0,185.0,186.0,188.0,for,for,531,10,POE,0,0,0,0,0,0,0,0,0,0
263,47.0,47.0,47.0,71.0,75.0,93.0,178.0,179.0,183.0,184.0,186.0,you,you,520,10,POE,0,0,0,0,0,0,0,0,0,0
264,6.0,6.0,7.0,8.0,20.0,22.0,35.0,35.0,42.0,42.0,42.0,!,!,558,10,POE,0,0,0,0,0,0,0,0,0,0
265,1.0,1.0,1.0,1.0,2.0,2.0,16.0,16.0,25.0,25.0,27.0,it,it,519,10,POE,0,0,0,0,0,0,0,0,0,0
266,1.0,1.0,1.0,1.0,2.0,2.0,10.0,10.0,10.0,10.0,12.0,will,will,603,10,POE,0,0,0,0,0,0,0,0,0,0
267,1.0,1.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,11.0,be,be,536,10,POE,0,0,0,0,0,0,0,0,0,0
268,1.0,1.0,1.0,1.0,2.0,2.0,8.0,8.0,8.0,8.0,10.0,alright,alright,5832,10,POE,0,0,0,0,0,0,0,0,0,0
269,1.0,1.0,1.0,1.0,2.0,2.0,8.0,8.0,8.0,8.0,10.0,.,.,453,10,POE,0,0,0,0,0,0,0,0,0,0
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,stay,stay,1824,11,SENIOR TROOPER,0,0,0,0,0,0,0,0,0,0
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,here,here,749,11,SENIOR TROOPER,0,0,0,0,0,0,0,0,0,0
272,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,.,.,453,11,SENIOR TROOPER,0,0,0,0,0,0,0,0,0,0
273,10.0,10.0,10.0,11.0,11.0,11.0,23.0,23.0,23.0,23.0,23.0,look,look,820,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
274,10.0,10.0,10.0,11.0,11.0,11.0,23.0,24.0,24.0,24.0,24.0,how,how,645,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
275,10.0,10.0,10.0,11.0,11.0,11.0,23.0,24.0,24.0,24.0,24.0,old,old,886,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
276,10.0,10.0,10.0,11.0,11.0,11.0,23.0,24.0,24.0,24.0,24.0,you,you,520,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
277,10.0,10.0,10.0,11.0,11.0,11.0,23.0,24.0,24.0,24.0,24.0,'ve,'ve,689,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
278,10.0,10.0,10.0,11.0,11.0,11.0,23.0,24.0,24.0,24.0,24.0,become,become,1186,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
279,5.0,5.0,5.0,6.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,.,.,453,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
280,22.0,22.0,22.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,something,something,709,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
281,22.0,22.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,far,far,916,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
282,22.0,22.0,24.0,25.0,25.0,25.0,26.0,26.0,30.0,31.0,33.0,worse,worse,1342,11,LOR SAN TEKKA,0,0,0,1,0,1,0,0,1,0
283,23.0,23.0,25.0,26.0,30.0,32.0,34.0,42.0,44.0,45.0,52.0,has,has,615,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
284,24.0,24.0,26.0,27.0,32.0,36.0,38.0,44.0,48.0,49.0,59.0,happened,happened,1340,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
285,25.0,25.0,32.0,34.0,40.0,44.0,52.0,63.0,73.0,81.0,99.0,to,to,504,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
286,27.0,27.0,36.0,38.0,46.0,54.0,74.0,99.0,112.0,127.0,167.0,you,you,520,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
287,16.0,16.0,23.0,25.0,47.0,58.0,83.0,116.0,143.0,180.0,211.0,.,.,453,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
288,17.0,17.0,25.0,27.0,40.0,51.0,76.0,110.0,149.0,186.0,214.0,you,you,520,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
289,16.0,16.0,24.0,28.0,37.0,46.0,71.0,103.0,140.0,177.0,203.0,know,know,638,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
290,15.0,15.0,23.0,28.0,36.0,44.0,68.0,96.0,131.0,169.0,190.0,what,what,594,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
291,15.0,15.0,18.0,23.0,30.0,37.0,55.0,80.0,110.0,141.0,154.0,i,i,509,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
292,12.0,12.0,13.0,17.0,22.0,25.0,33.0,43.0,77.0,122.0,124.0,'ve,'ve,689,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
293,11.0,11.0,12.0,15.0,15.0,15.0,17.0,19.0,32.0,36.0,36.0,come,come,890,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
294,11.0,11.0,11.0,14.0,14.0,17.0,17.0,20.0,21.0,26.0,28.0,for,for,531,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
295,11.0,11.0,11.0,14.0,16.0,23.0,26.0,31.0,32.0,34.0,35.0,.,.,453,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
296,22.0,22.0,22.0,26.0,26.0,34.0,36.0,39.0,41.0,43.0,44.0,i,i,509,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
297,26.0,26.0,26.0,32.0,39.0,50.0,59.0,63.0,69.0,70.0,73.0,know,know,638,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
298,26.0,26.0,26.0,32.0,39.0,50.0,59.0,63.0,69.0,72.0,75.0,where,where,752,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
299,26.0,26.0,26.0,32.0,39.0,50.0,59.0,63.0,69.0,71.0,74.0,you,you,520,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
300,26.0,26.0,26.0,32.0,39.0,47.0,56.0,59.0,66.0,68.0,71.0,come,come,890,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
301,26.0,26.0,26.0,32.0,40.0,44.0,51.0,52.0,57.0,59.0,62.0,from,from,595,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
302,21.0,21.0,22.0,27.0,39.0,42.0,50.0,51.0,55.0,57.0,60.0,.,.,453,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
303,12.0,12.0,16.0,17.0,18.0,18.0,18.0,18.0,18.0,23.0,24.0,before,before,792,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
304,12.0,12.0,16.0,17.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,you,you,520,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
305,12.0,12.0,16.0,17.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,called,called,1062,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
306,12.0,12.0,16.0,17.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,yourself,yourself,1121,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
307,0.0,9.0,13.0,14.0,14.0,14.0,15.0,15.0,15.0,17.0,18.0,kylo,kylo,776989,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
308,0.0,0.0,5.0,14.0,14.0,14.0,15.0,17.0,18.0,20.0,20.0,ren,ren,1242,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
309,0.0,0.0,6.0,16.0,17.0,17.0,17.0,17.0,19.0,19.0,20.0,.,.,453,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0
310,0.0,0.0,17.0,17.0,18.0,19.0,20.0,28.0,33.0,36.0,37.0,the,the,501,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
311,0.0,0.0,17.0,17.0,18.0,19.0,20.0,28.0,33.0,36.0,37.0,map,map,3637,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
312,0.0,0.0,19.0,19.0,20.0,21.0,22.0,30.0,35.0,38.0,39.0,to,to,504,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
313,0.0,0.0,19.0,19.0,20.0,21.0,22.0,31.0,36.0,39.0,39.0,skywalker,skywalker,303039,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
314,5.0,5.0,19.0,19.0,20.0,22.0,23.0,32.0,36.0,38.0,38.0,.,.,453,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
315,5.0,5.0,14.0,14.0,14.0,16.0,17.0,26.0,29.0,31.0,32.0,we,we,601,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
316,5.0,5.0,13.0,13.0,13.0,14.0,15.0,16.0,16.0,16.0,17.0,know,know,638,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
317,5.0,5.0,13.0,13.0,13.0,14.0,15.0,16.0,17.0,18.0,18.0,you,you,520,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
318,5.0,5.0,5.0,5.0,6.0,7.0,8.0,10.0,11.0,12.0,12.0,'ve,'ve,689,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
319,6.0,6.0,6.0,6.0,7.0,8.0,15.0,15.0,16.0,18.0,20.0,found,found,1126,11,KYLO REN,0,0,0,0,1,0,0,1,0,1
320,6.0,6.0,6.0,7.0,14.0,20.0,29.0,33.0,36.0,39.0,45.0,it,it,519,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
321,7.0,7.0,10.0,11.0,19.0,28.0,48.0,52.0,57.0,63.0,70.0,",",",",450,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
322,22.0,22.0,26.0,27.0,36.0,52.0,67.0,80.0,86.0,97.0,107.0,and,and,512,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
323,22.0,22.0,26.0,28.0,41.0,58.0,79.0,95.0,99.0,110.0,121.0,now,now,640,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
324,22.0,23.0,28.0,35.0,66.0,98.0,139.0,153.0,171.0,180.0,195.0,you,you,520,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
325,22.0,22.0,31.0,42.0,75.0,110.0,149.0,163.0,182.0,190.0,209.0,'re,'re,628,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
326,26.0,26.0,38.0,64.0,94.0,135.0,173.0,185.0,208.0,226.0,245.0,going,going,693,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
327,27.0,27.0,37.0,66.0,96.0,136.0,172.0,183.0,202.0,218.0,234.0,to,to,504,11,KYLO REN,0,0,0,0,0,0,0,0,0,0
